"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
O0J08G26OZYIS,SR7VD3O3CPPW3YJQZ116DUB4WCX7R7BDMJ9W1XNDVNRSXFR1TT4XKJ9U0PSQDCMVY28BOO1V1VY4NLDV8EOV3F2X71LPJX7E2ZPV01L9PP8HGHY0,"New Business","BDR",705,"(07) $500K - $1M",,"N",,,,"Work.com",,"High Tech","10001+ ","AMER",,
XSI,M,"Add-On Business","AE",92,"(02) $25K - $50K","RM","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Flagship"
OK0,1RV00ZCNUNVSR8C3BFITEJHVP2CL696OX5B73LQXGLM35IMEQZL252DXML99OC99ARR691ZSK0MW8E0IANO7E2Q2BU1QH1JMGHOJJNK15FZ7WQB32B,"Add-On Business","BDR",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Professional Services","1501-2500","AMER",,"Large"
BO8KC0A,NSMSOHOQVO1T5B9CYLS97ISU73BU431O9U6SZIRGB7NREMM53593ZH2,"Add-On Business","AE",,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"Engineering, Construction, & Real Estate","2501-5000","AMER","Enterprise Customer","Large"
C,3YDNFW9ZI3O8RR8OCE24XE7XOVUUTPHPRSP3I6TYRG5B1OOYYLOHR1C5POEF6K68T2,"Add-On Business","AE",,"(07) $500K - $1M",,"N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Enterprise Customer","Top"
E9R,ULV8XEG4KRSNXE9VUTUZ1OIUMBBOV486F8UG7APO7XU643TE9Z88WEMDTA9KWV59A30,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N","Joint Sales","EMEA","Consulting Partner","Work.com",,"Engineering, Construction, & Real Estate","501-1000","EMEA",,"Large"
UQAR1VNX6HVSHI2,4RDM5WH04WKV0FAZ6J08DZSGY97PHPOS79,"New Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;Force.com Reseller;Content Syndication",,"Work.com","Manufacturing","21-45","EMEA",,
C5ZM6G83A805,6V5QFO1YASRLPXN2ZLNHVOFSA125NDSOVNE4ONMRQNRAF5S7U34OYA03ORI1G4568GLZO6NR6ZRG6GHNQK644I5ZA3HYAF9JTHLSP46KA7T,"New Business","BDR",,"(01) <=$25K",,"N",,,,"Work.com",,"Public Sector","46-200","AMER",,"Very Small"
FA6OKJUIF8FXKS1,NQM8IO9BB2LJWPI19K5ZALI5LVFJZKGDHQ5DTE0N7MLYQVBW0F4WSONTR0I4HZ4LECBXDDVY6YT7WPG1S7YNS3OIA2V6KULKN8G38,"Add-On Business","BDR (Mktg Infl)",956,"(03) $50K - $100K","CFL","N","Joint Sales","EMEA",,"Work.com","Work.com","Financial Services","1-20","EMEA","Unlimited Customer","Flagship"
4K5ORSKS2EDJXCF,SK7D8VCX40GGYVK4RPIYMZV2866LSXGRZG22FWHR75KR8F8UAKPRHO,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Communications & Media","1-20","AMER",,"Large"
8SMTVJPMN3,UZVOX1J299M7RYI09GYZYA11LRVAP7MI273VUWJOFYO7SK6AO8LPIM6ZC,"Replacement","AE (Mktg Infl)",100,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;ISVforce","Work.com","Work.com","Financial Services","46-200","AMER","Enterprise Customer","Large"
W2VBVFVDX4Y7,SJS4GVW855YLN3JRFBQQNH07DN2G7NEQNHYL4SXDEQFG4D0X5P1VEK7D9NY8KFHD12Q3,"New Business","BDR",228,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Mega"
A7E4AZN1U52C1MG,U9OSAWIS8613KEJLUNQBLRKT4WR19FJF97TB3XDZFTA33VF83TRO,"Add-On Business","AE",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Financial Services","2501-5000","AMER","Unlimited Customer","Top"
WYT0RC4GZR63V,7XXDGYSSUMCOP35M9EJKHC8MZCPXZAUQAITS6E8VO1W28AZT4X51XO19UPBP78VFIY4QP5IM5JKNINXKKQL9N,"Add-On Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Communications & Media","2501-5000","EMEA",,"Large"
MA,I4MLI7IINEYQEIXTJQ4A8KMXHMGSCZUN690BDHWY9BR0NAZVS9EVOY,,"Alliances",35,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner",,"Work.com","Professional Services","2501-5000","AMER","Unlimited Customer","Very Small"
DE8H4WNBC,VXGBPL3PHVHFP6MWZEIQ3V9LIUHKKJ6OKQ1C81Z68OFY3EGPHGVQDC0QCBIH92QN8U33DBZPIQW6JWJLQGKAMD,"Add-On Business","AE",139,"(04) $100K - $150K",,"N",,,,"Work.com",,"Agriculture & Mining","10001+ ","AMER","Unlimited Customer","Flagship"
D,A213Z9XC32HN2FT1ND0S2KM1E6WW,"New Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
L,FHITI9ECPV766QCYKV9CCQLJR80QQJDOH5EXENS8S7HA0FRK0F6B16GLCZVZZL5Q8P8TRJWP6HZO4UMXAIWL0VPY32L3,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","10001+ ","AMER",,"Very Small"
A,LQP3U22X3VZQ2LEOPWH7DBFIRWG28XYD4OIA6F4GPXY48,"New Business","AE",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Medium"
DHT02Q,BO3PWLLBHD0UTO25DBKLJKQ583DVJO5AKQ7N,"Add-On Business","AE",18,"(02) $25K - $50K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;ISVforce","Work.com","Work.com","Financial Services","46-200","AMER","Enterprise Customer","Large"
87RBU0N2YT,U1BE8YVPJI4GRLI5UCRZ64XPD29LYB58G,"New Business","AE",,"(02) $25K - $50K","AE Generated - Create Account","N","No Partner","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"N/A"
2K0Q6C1SWLT,A1W95IJ50OO6T7L6Q701FGZCYA2E52VTG5A87QX27CD95LLHP9MUUGKQPSZYPV67WCHP,"New Business","BDR (Alliances Infl)",1,"(07) $500K - $1M","Partner Referral","N","Sourced Lead","APAC","Consulting Partner;OEM;ISV Partner",,"Work.com","Professional Services","5001-10000",,,"N/A"
6PO,VJZ3QYXU4916T4R26I9Y8TG3L02366XBMCCBYRD1IH8CSQ5C6,"Add-On Business","AE",146,"(02) $25K - $50K","Customer/Other Referral","N",,,,"Work.com",,"High Tech","2501-5000","AMER","Professional Customer","Medium"
RU0IRVWPAD,5OW3QE11LUR08SDLFN7VI80S4M8960,"New Business","BDR",,"(06) $250K - $500K","EBR Generated","N",,,,"Work.com",,"Public Sector","1001-1500","EMEA",,
IUE44,GXXOAWOVFDZ0EBYWQSX1VVPZ3HFXQGZSHFP9Y36,"New Business","AE (Mktg Infl)",100,"(04) $100K - $150K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com","Work.com","Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Mega"
TZTYKWG0H2S,UD8ODIQ2CA5I6WUDVT7T5DTX81HVAAR,"New Business","SDR",,"(01) <=$25K","Internet Search - Paid","N",,,,"Work.com","Sales","Financial Services","1-20","AMER",,
V286YBHG9L,CQ15QB2I7QDIP7NZR3L34ORW28I9TB9KTE48J9POST2L5GILVN6,"Add-On Business","AE",1,"(01) <=$25K","RM","N",,,,"Work.com","Work.com","Communications & Media","46-200","AMER","Enterprise Customer","Medium"
SF7HK93RVUWUHH,TDUHPGOOP7NKBRJ2VWCRY1HE4VQDNQR8M8SHHAA9MHQB01RR3D4BEGET2VFRH8SRV1VYOK8G23JUKJ55BKWHFF2OYCGRK3R,"New Business","AE",113,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Unlimited Customer","Top"
Y0W7JPK5UV,IYL3OOH024A8TEHD718FPP9KQ8F5HIG705IQGZEJSGLHVWGD9SORK2SMYLLJUE1QSLK64Y9UAB6L1LKZO13NAQ,"Add-On Business","BDR",437,"(04) $100K - $150K","EBR Generated","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Top"
7Z71QIIWE0I,AYAG9ALWB4KNM2W4Y4LVV3H0YMD8U9XR98LJ7TP3XSE47CYVKZJJ3N1J,"Add-On Business","AE",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Financial Services","46-200","AMER",,"N/A"
LBGUPTQ,ZE8,"New Business","AE",,"(02) $25K - $50K",,"N",,,,"Work.com",,"Manufacturing","2501-5000","AMER",,"Medium"
DPTU,1TX490R0Y6HK5K0F8X547KCQBUMA097E1T1UUFDVQS3UFJHDZXJRA8X3BPUE5O3BJ7HAZ7OM4B4NVOP365G1UAFRFE6BD4YTT,"New Business","BDR",,"(06) $250K - $500K",,"N","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Mega"
GNYV9Z,MT4B8PH34X8BSZNVORBLBVZCAEMCFGQ8VKRSJ5A67ZXIXD39HCVMEFNSM5CXEUIIWEBFVUG39ZD6JAHR642KRW6I5DMQ4NYIJI8C9RDO6AWUKLIUL11N9D,"Add-On Business","AE",1347,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Communications & Media","501-1000","AMER",,"Large"
H,56M1013QJWMZHSS5,"New Business","AE",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Flagship"
DX3WZK1WN19,VZRPRU38R,"New Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Other","1501-2500","AMER","Enterprise Customer","Large"
VP,QZX7WH6QSBOR9QWCM2BPY5YP23N8KIFPVH10NYR09OC4F22KU8KIS7DBJ9NYKVG0G1JNB4O66RMF1ZJUC6ICNZ6QPI0ZDR,"Add-On Business","AE",,"(07) $500K - $1M",,"N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Performance Edition","Top"
3D,RSSZ8HZ7RZNBBV7XCII7GXT78OK6XCOZ3S3K2JN5V3CUB,"Add-On Business","ECS",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Large"
P,NBP91L1NZEH6NYLWKGBCR2GT1AD6TQ49X295FCH66SUBMGR1DNJ57Y87WE06JOPNPSYVIPUC8AEG38A0NFAVQXLTHR5SLW27HCILR45OUO4NUO2,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N","Internal Use License","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"N/A"
JZBX8QP2W6D,Y3TTM6E67A9OD32U71W22Y69GHG60K1OCECTY7ILERC,"Add-On Business","ECS",,"(05) $150K - $250K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Top"
B5F1XMJY2QJB70X,T4ECS936X7W7IQ73YQ29DTXONRKJPAKPSKG4,"Add-On Business","AE",30,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Professional Services","201-500","AMER",,"Very Small"
M6G0K8SM,JQZ0R8ALSQ6K2BB70K3VN826L5XZPU0TD2P5GEAEWERZ80RJTB3VVMUVQW94,"Add-On Business","Cloud Sales",,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com",,"High Tech","1501-2500","AMER",,"Very Small"
EN9XCL5E,JVPXV70MXLEAN5EQ2OIUPO2U999DOPXP1D33AMNQCV7F3Q40,"Add-On Business","Cloud Sales",,"(05) $150K - $250K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Manufacturing","10001+ ","EMEA","Enterprise Customer","Medium"
B,ALITLYGY6S7MAMOAXPBEAVJCNANEO46Q6Y0O16WXZRHA5TDCLN5SJ0VPK8HXGWRV1MZZGTQOTVZYLTEF2FAH1DQIL5ZSBIQ8HHD3B10,"Add-On Business","BDR",169,"(01) <=$25K","EBR Generated","N",,,,"Work.com",,"Financial Services","1501-2500","EMEA",,"Very Small"
2U9GJJ6NDZ,YG558GBECVI0XARN6R0X80QMH0OIDTIFYB53MZPYNEV0Q928S42E95O70LRQPLHBQP2PEDYFA54R6WFFL4WBYQCF1LNB4,"New Business","SDR",,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner",,"Work.com","Education","21-45","APAC",,
C,KKM8WATELEZ8J9JYW73ZNNATC4SLV5CDCQ9X69JY82CIHDSOL1EWGD5K8VDTXXYG9MAJB6G4KMU6M1PHL7J7E8POE8ZXHJYJ51MZMZ9SNYK1O9TI,"New Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Public Sector","201-500","AMER",,"N/A"
5GZ1RII,27IR2062W8RCB7S34PJ,"Add-On Business","ECS",0,"(01) <=$25K",,"N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","10001+ ","AMER","Enterprise Customer","Large"
8WTYJOSYQUWO1Z,VLHQ4TSJGQCP15XXG32P481CVTPG8PI7VBLN3HFU8CTEEX1R5XEKSXCMAW,"New Business","BDR",247,"(07) $500K - $1M",,"N",,,,"Work.com",,"High Tech","10001+ ","AMER",,
F69P6,LSAR7XYCZTDNLBS82A,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI;CRM Reseller;ISVforce;GPA","Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
5X6IFK,G3GSBNYZYKWBLNMAOZAZM87FXCNQDV5NZYS59Z703NDIKJGQAALZB4WHCK6DT,"Add-On Business","AE",,"(02) $25K - $50K","RM","Y","Joint Sales","AMER","Consulting Partner","Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Flagship"
BR77SPV2G2D,JJAZOI5K16YBDCJ5SU4CDCN,"New Business","AE",,"(01) <=$25K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","1501-2500","AMER","Unlimited Customer","Top"
ALNTF21DY7,WVYFJ9AHWE9LO0SAZG,"New Business","BDR",229,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Mega"
ZZMU437AGWTZVZ,4WKP3BCQ1MU4SBJWKO25AACN2PDHU5ZMQ0YIBPF1VVZFHC63H4F9G9H62LO0DFVJWZ0YJX4KDCUTW09HXZU6LK4U57PW194E39XJD7EO579UY,"Add-On Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","EMEA","Consulting Partner",,"Work.com","Engineering, Construction, & Real Estate","21-45","EMEA","Unlimited Customer","Top"
W2,HBMAT8TOJLHRMIGNBYN,"Add-On Business","AE",2,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Manufacturing","46-200","APAC","Professional Customer","Small"
2AB6LAX0QCV7UQC,AZ9RARGABUW09W9C37FWSZ5QT9XW370488HEA1XAQTCUXEQKQF90UDFLQ9RVS6ZHS8MGIHT9QN9BGYSKYLC5,"Add-On Business","AE",5,"(11) >$10M+","RM","N",,,,"Work.com","Work.com","Other","10001+ ","EMEA",,"N/A"
TPFI,T1T2SZ3WCXNRJ1RXHU3K5NCKQMXBFCPQ122IPQCTK5P5FIHOMTK3CKZOMI8HBUK78WKRNUTDBW2PU,"Add-On Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Mega"
7AYE08OYX,X2YR2Q1OE2DY0T7ULEEUOPVY2I5F0TEQYS6JVJZ1V18XEG5NU6U6ZXLUA31IWYPU262D5FJ0MMBQHOIW8O1D78L52NIRC1U1RKU3NTZ2J29MSZ1,"Add-On Business","AE",247,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Unlimited Customer","Top"
G0EKLUVOASB6T,A7U9KNL6QYD1UVUXKV,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Mega"
RGBELKSE55VUO3I,HFSM8ML70GO431E0XSONAZK2X9VR3HU2FHPW3L5F3QSV5UT4OYZWLKFR5KU1UJVP7O9H5JR4W1N,"Add-On Business","AE",478,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Medium"
WZDYE4O0BY4XJB,KOR2R7L9AMUB0KMYYCIKLCJCQ6XDCVDIMC2WFSPPD799RSAVT5UWWDBOUF3PG0DXUNX57OI0Z5XQRLJYJ97YKA7KE8HAT6H4M36TLY22VC,"New Business","AE",,"(05) $150K - $250K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;OEM;GSI;ISVforce","Work.com","Work.com","Manufacturing","10001+ ","EMEA","Enterprise Customer","Top"
U4NC89Y9RRJRR8,PQ4VCV5GV9M2HTSUAHM17GWYHTYDXEMOV3FUOWPBBLOLWU9WPS9TUT,"Add-On Business","AE",,"(02) $25K - $50K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","501-1000","APAC","Enterprise Customer","Large"
PYEWKT7ICIAJ,831F3HUVQC523DR3GZ7413YSQLMBG87OL31QVXOKUM1BG5NNBHPSC30U6LLNB1CS8A8VEGETD76HFECMYNTS0AB,"New Business","BDR",,"(07) $500K - $1M",,"N",,,,"Work.com",,"High Tech","10001+ ","AMER",,
BIQ5YVQ1,P7YNO0NSFVBTTTK0G0I3AOKZOVQ4XGO8J8KOGJMF0DS8PUSO,"Add-On Business","AE",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","201-500","AMER","Enterprise Customer","Large"
S5QSB3JA0,GKB3JSGLQU52CMUKGJ299L1DSL9CW8PAH03LJIHRC29BWF1AOKDCSOUQRGB4YN,"New Business","AE",1926,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Financial Services","201-500","APAC",,"N/A"
JUYOWV0W78KG,EIY6MV83CKQ2GQIDE64D4HJCV14A769ILJCBRHW9YSUO94EBRH8MQJNSKIX7Q365HECGN6DWRJ3MR4,"Add-On Business","AE (Mktg Infl)",30,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","APAC",,"Work.com","Work.com","High Tech","46-200","APAC","Enterprise Customer","Medium"
O9E3,PB6SH63RXG0U0OYGF3E6NBCH6RDWPVB0DFHLMDLPI6ABVMCA8899M7RZJ9BDOO0SOXWS80ZDNWKX0IB151AI5V6C3Z2HERMMVYGI8IC7U19J0,"New Business","AE",,"(05) $150K - $250K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Communications & Media","10001+ ","AMER","Enterprise Customer","Large"
KSK3,X56IZDNHZPCGYV2H87LDSWOZXE625YNG4N475100QS88Q,"Add-On Business","BDR",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"Medium"
YQGVA84MITZN4JR,8ZPB92FN0708E4VLKCBD9SBSB37FR1MZ3VHSTNFHF8VSEKRBDK66LUDELMGN5Z8TPHVB7ZB,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","201-500","AMER","Enterprise Customer","Top"
1GG,P4,"Add-On Business","AE",133,"(05) $150K - $250K","CFL","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
M3S,KAHJRFESD3ABENJ0ZUNU4UB302,"New Business","BDR",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Retail & CG","501-1000","EMEA","Unlimited Customer","Top"
66MUWQD20LRIU,687V7IV0MUU1EYLUUAYZ2,"New Business","AE",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Retail & CG","2501-5000","AMER",,"Top"
X0UZ6QJLGSUO,Y4XR07CCZKXR37XCJQOU2AC2P6TF,"Add-On Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Gold",,"Work.com","Financial Services","5001-10000","LACA",,"Very Small"
Q6314QB31W50L,R6TRR0KOHPANEAB433T3O8FMVK6H1T81AGD1C9HZY8DOPEMNWUMROP63B1I2V0OABSMOPLGJALI3JXJLE9RC8YV7H6HYS0QE76SEK4S5I43AJ64RLR4,"Add-On Business","BDR",427,"(04) $100K - $150K","EBR Generated","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Top"
AP,DR96Y8T2XWJ8T8XYRQJARERBUAUPTFCWLD4FFYSYBMWMHY7728ALODY87KWXM8MYKFN3GL9OWCR7YMLA9LW6D1GTPW3AO,"New Business","BDR",,"(04) $100K - $150K","Website","N",,,,"Work.com","Multi-Product","Retail & CG","5001-10000","LACA",,"Small"
AI9YRBV0VA500U,H9ZR,"Add-On Business","AE (Mktg Infl)",75,"(02) $25K - $50K","RM","N",,,,"Work.com",,"Financial Services","2501-5000","AMER","Unlimited Customer","Top"
84E818VSX0,H93TDK1BVYPNMLDIUBZPUO5ZCQDPFY0VSOW3P8HUYHHVIRZ7SY64,"New Business","AE",,"(06) $250K - $500K","Customer/Other Referral","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Top"
Z4YE1281,7GXN,"New Business","ECS",64,"(05) $150K - $250K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
C,Y5RH6K3M6PUIQR3MPPCRTPSVR5GYSLYTB2KFSPNCERA1F3EVHRZV4QO5TJSS2013X5DPUDW85N7X7F,"New Business","Marketing",0,"(01) <=$25K","Typed/Bookmarked","N",,,,,"Work.com","Manufacturing","201-500","AMER",,"Very Small"
768Y19RMW5CA98,RY66SUKNWOQTM1SNSJBRZYV2858UHPRX8KU2DO085BE9V2NQOYBLIUGF2PYQKPS6BN55LT8VG25TZGDGV753J7IYQ6C76BR0I,"New Business","AE",11,"(03) $50K - $100K","RM","N",,,,"Work.com",,"Retail & CG","201-500","APAC","Enterprise Customer","Large"
KRIUICJBXRZ5,JPH8SRZIXQHRJQJRX8YEC4GDCL2P7DLJTPC1IK3PEPPG2VKLDZFA8Y4393K6LK7JJUPLRV4O5D08IJN1REIJDY554AU7DCQUOL4,"New Business","BDR",1464,"(01) <=$25K","Customer/Other Referral","N","Internal Use License","EMEA","Consulting Partner;GSI","Work.com",,"Professional Services","10001+ ","EMEA",,"Very Small"
D1Q,GSB60NQM6HD9E3T,"New Business","Alliances",1,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISVforce",,"Work.com","High Tech","46-200","AMER","Enterprise Customer","Very Small"
ON,0WEK5M,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","10001+ ","AMER",,
9,1LPFKFFUWO4QWLCRO5C1O4DJGTKGINGNSVR100I1K2TVX8PYP15YVQU9NPKJ2A59KODVMGD2IQ0QWQ4QDGOILXOMHSKOJKYMAQ,"New Business","Marketing",121,"(01) <=$25K","RM","N",,,,"Work.com","Work.com","Manufacturing","501-1000","APAC",,
HCTSK3K4IOQKRBA,BSMQDWOWWV5RL3JBTCTZTQELTV9XA80S1O3NZ61ESZLTK4VLH0QHT,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"High Tech","5001-10000","AMER","Unlimited Customer","Top"
8UW2XTK3PR,XGBVFNG64QMFHJD07A9IPF9KO351XLNJOVMVMXIEGVMTTLP0SQOBHCHT43PSW7MOIJOHR6GAEN1Q5VPXAUR07B664ISETT5PG4FQXUQ4K,"New Business","AE",,"(08) $1M - $3M","Salesforce AE","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Named_Account__c","Very Small"
3R1RX9NE,41GIWP2J4MY2G59CIROI9LXMBT1MCP69ISU2HP4MB0N8PDEEM31R4NDEEC4UJ8RZAAVIBR1C6VWEA23RTESQNUPHLF1TYT,"Add-On Business","AE",1830,"(11) >$10M+","Sales Generated","N",,,,"Work.com","Work.com","Professional Services","46-200","AMER","Enterprise Customer","Small"
AHJI6S,XAOEUGYALDRU98EWMRFVOKK5BB7QME4BB0VKC36YLRBH6M1HQLWR0ZQ77WLR04XLNAAOZWO2DG3YBOBORP,"New Business","Alliances",2,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC",,,"Work.com","Professional Services","21-45","APAC",,
LWGMTDT5DAXN,KX74X2KE7IFW4OZIWL7GTQ0YGDM2B9UJAZSA4KSM3E0NGE8Z0C13K0OZDVDGEWTZV0Q91FO7NSA1FEUOGNEN16QSV309NR1WPJ9B3RWA3TB2D0NQ9K0894,"Add-On Business","AE",,"(01) <=$25K","Partner Referral","Y","Sourced Lead","EMEA",,"Work.com","Salesforce Platform","Other","46-200","EMEA","Enterprise Customer","Very Small"
PCN4NQBFZMYXFR,2KVIO71VCMRAVYPUWZ9I6G2DU,"Add-On Business","AE",20,"(02) $25K - $50K","Trade Show / Events","N",,,,"Work.com","Work.com","High Tech","1-20","AMER","Performance Edition","Small"
0OX47N1I2,VCIQTL50H7Z7IQ3750AU7R9XHR79I6TUL2HBNA2TEPSAVXGZZA8C6O5LZBL5046T2FVAYS42F4KDI2DIH,"New Business","BDR",,"(04) $100K - $150K",,"Y","Joint Sales","AMER","Consulting Partner;OEM;GSI;ISVforce","Work.com","Work.com","Manufacturing","2501-5000","AMER",,"N/A"
03MZ2CH,U11EQI5XPVLOLBZLGW7638N7SR2JCUZHMVI3JUP16MATW730F2E4RLEOFNAKQ6LLPDT5ZOSSU,"New Business","AE",,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","1501-2500","AMER","Unlimited Customer","Large"
SDTBNY0I6YZ,C28RB96O97GHZQLXH60418HIBZATO7BM9832VYHG7RWO2C5K6TXKZMRIJ4MBFL2W2LPJ88OJ,"Add-On Business","AE",204,"(02) $25K - $50K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Professional Services","201-500","AMER","Enterprise Customer","Large"
U38FE9,V288SJGAHK65KYZ0KH85CMPZ6R0I733TXQXDKFMB18IEUUELSEOSD7XNTEFL8JR0SY6GH0EQKMFFTZ3U4YHC3UT3WG1D5J9,"New Business","BDR",32,"(04) $100K - $150K",,"N",,,,"Work.com","Work.com","Manufacturing","2501-5000","AMER",,"N/A"
91Y9ZWYJSJXB,L03I39,"Add-On Business","Cloud Sales",68,"(05) $150K - $250K","Sales Generated","N",,,,"Work.com",,"Communications & Media","501-1000","AMER","Unlimited Customer","N/A"
UO2,FHZNVDPG42,"New Business","ECS",62,"(05) $150K - $250K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
IGV5,HXHVNDZ3FCJ1OHH8KWNBCJLX9N622ZJ,"New Business","AE",51,"(01) <=$25K","Partner Referral","N","Sourced Lead","EMEA","Global Strategic Partner",,"Work.com","Manufacturing","1501-2500","EMEA",,"N/A"
